public_category,root,mid_level,leaf
Outdoor (Norway),Expense,Shopping,Clothing & Apparel
Outdoor (Sweden),Expense,Shopping,Clothing & Apparel
Outdoor Apparel,Expense,Shopping,Clothing & Apparel
Outdoor Apparel & Gear,Expense,Shopping,Clothing & Apparel
Outdoor Boots & Apparel,Expense,Shopping,Clothing & Apparel
Outdoor Brand (Germany),Expense,Shopping,Clothing & Apparel
Outdoor Brand (UK),Expense,Shopping,Clothing & Apparel
Outdoor Fashion (Sweden),Expense,Shopping,Clothing & Apparel
Outdoor Footwear & Gear,Expense,Shopping,Clothing & Apparel
Outdoor Gear & Apparel,Expense,Shopping,Clothing & Apparel
Personal Styling,Expense,Shopping,Clothing & Apparel
Premium Athletic Casual,Expense,Shopping,Clothing & Apparel
Premium Casual (French),Expense,Shopping,Clothing & Apparel
Premium Casual (Inditex),Expense,Shopping,Clothing & Apparel
Premium Casual Apparel,Expense,Shopping,Clothing & Apparel
Premium Denim,Expense,Shopping,Clothing & Apparel
Premium Fashion,Expense,Shopping,Clothing & Apparel
Premium Fashion & Lifestyle,Expense,Shopping,Clothing & Apparel
Premium Fashion (Germany),Expense,Shopping,Clothing & Apparel
Premium Fashion (UK),Expense,Shopping,Clothing & Apparel
Premium Fashion Brand,Expense,Shopping,Clothing & Apparel
Premium Footwear,Expense,Shopping,Clothing & Apparel
Premium Kids Clothing,Expense,Shopping,Clothing & Apparel
Premium Outdoor Apparel,Expense,Shopping,Clothing & Apparel
Premium Outerwear Brand,Expense,Shopping,Clothing & Apparel
Premium Running Footwear,Expense,Shopping,Clothing & Apparel
Premium Yoga Apparel,Expense,Shopping,Clothing & Apparel
Preppy Apparel,Expense,Shopping,Clothing & Apparel
Preppy Apparel Retailer,Expense,Shopping,Clothing & Apparel
Rock-Chic Fashion (France),Expense,Shopping,Clothing & Apparel
Rucking Gear & Apparel,Expense,Shopping,Clothing & Apparel
Running Apparel DTC,Expense,Shopping,Clothing & Apparel
Running Footwear,Expense,Shopping,Clothing & Apparel
School Uniform Supplier,Expense,Shopping,Clothing & Apparel
Shapewear,Expense,Shopping,Clothing & Apparel
Shapewear & Loungewear,Expense,Shopping,Clothing & Apparel
Sheepskin Boots & Footwear,Expense,Shopping,Clothing & Apparel
Skate & Casual Footwear,Expense,Shopping,Clothing & Apparel
Smartwatch,Expense,Shopping,Clothing & Apparel
Sneaker Resale,Expense,Shopping,Clothing & Apparel
Sports Apparel,Expense,Shopping,Clothing & Apparel
Streetwear & Lifestyle,Expense,Shopping,Clothing & Apparel
Streetwear & Sustainability,Expense,Shopping,Clothing & Apparel
Streetwear Brand,Expense,Shopping,Clothing & Apparel
Streetwear Brand (UK),Expense,Shopping,Clothing & Apparel
Styling Service & Fashion,Expense,Shopping,Clothing & Apparel
Sustainable Fashion,Expense,Shopping,Clothing & Apparel
Sustainable Footwear DTC,Expense,Shopping,Clothing & Apparel
Sustainable Sneakers,Expense,Shopping,Clothing & Apparel
Sustainable Sneakers (France),Expense,Shopping,Clothing & Apparel
Sustainable Women's Fashion,Expense,Shopping,Clothing & Apparel
Swedish Outdoor Brand,Expense,Shopping,Clothing & Apparel
Swiss Running Shoes,Expense,Shopping,Clothing & Apparel
Swiss Watch Manufacturer,Expense,Shopping,Clothing & Apparel
Tactical Apparel & Gear,Expense,Shopping,Clothing & Apparel
Tactical Backpacks,Expense,Shopping,Clothing & Apparel
Teen Casual Apparel,Expense,Shopping,Clothing & Apparel
Teen Footwear Retailer,Expense,Shopping,Clothing & Apparel
Transparent Fashion DTC,Expense,Shopping,Clothing & Apparel
Ultra-Luxury Italian Fashion,Expense,Shopping,Clothing & Apparel
Ultra-Luxury Italian Tailoring,Expense,Shopping,Clothing & Apparel
Ultra-Luxury Minimalist,Expense,Shopping,Clothing & Apparel
Upscale Department Store,Expense,Shopping,Clothing & Apparel
Value Casual Apparel,Expense,Shopping,Clothing & Apparel
Vintage Sportswear,Expense,Shopping,Clothing & Apparel
Watch & Electronics (Japan),Expense,Shopping,Clothing & Apparel
Watch Manufacturer (Japan),Expense,Shopping,Clothing & Apparel
Watches & Accessories,Expense,Shopping,Clothing & Apparel
Western & Denim,Expense,Shopping,Clothing & Apparel
Women's Activewear (UK),Expense,Shopping,Clothing & Apparel
Women's Apparel & Home,Expense,Shopping,Clothing & Apparel
Women's Athletic Apparel,Expense,Shopping,Clothing & Apparel
Women's Fashion (France),Expense,Shopping,Clothing & Apparel
Women's Fashion (Germany),Expense,Shopping,Clothing & Apparel
Women's Fashion (Inditex),Expense,Shopping,Clothing & Apparel
Women's Fashion (Japan),Expense,Shopping,Clothing & Apparel
Women's Fashion (Singapore),Expense,Shopping,Clothing & Apparel
Yoga & Climbing Apparel,Expense,Shopping,Clothing & Apparel
Yoga & Outdoor Apparel,Expense,Shopping,Clothing & Apparel
Yoga Mats & Apparel,Expense,Shopping,Clothing & Apparel
Youth Fashion (Inditex),Expense,Shopping,Clothing & Apparel
Party Supply Retailer,Expense,Shopping,Discount Stores
360 Camera,Expense,Shopping,Electronics
360° Camera,Expense,Shopping,Electronics
3D Printers,Expense,Shopping,Electronics
3D Printers & Electronics,Expense,Shopping,Electronics
3D Printers (Czech),Expense,Shopping,Electronics
Action Camera,Expense,Shopping,Electronics
Apple Accessories,Expense,Shopping,Electronics
Audio & AV Equipment,Expense,Shopping,Electronics
Audio & DJ Equipment,Expense,Shopping,Electronics
Audio Brand (UK),Expense,Shopping,Electronics
Audio Equipment,Expense,Shopping,Electronics
Audio Equipment (France),Expense,Shopping,Electronics
Audio Equipment (Germany),Expense,Shopping,Electronics
Audio Equipment (Japan),Expense,Shopping,Electronics
Audio Equipment (UK),Expense,Shopping,Electronics
Audio Equipment Brand,Expense,Shopping,Electronics
Audio Equipment Manufacturer,Expense,Shopping,Electronics
Automobile Manufacturer,Expense,Shopping,Electronics
Bluetooth Tracker,Expense,Shopping,Electronics
Camera & Electronics,Expense,Shopping,Electronics
Camera & Imaging,Expense,Shopping,Electronics
Camera & Imaging (Japan),Expense,Shopping,Electronics
Camera & Imaging Manufacturer,Expense,Shopping,Electronics
Camera Bags & Accessories,Expense,Shopping,Electronics
Camera Gimbals,Expense,Shopping,Electronics
Camera Tripods & Accessories,Expense,Shopping,Electronics
Ceramic Grill,Expense,Shopping,Electronics
Charging & Audio Accessories,Expense,Shopping,Electronics
Coffee & Kitchen Appliances,Expense,Shopping,Electronics
Coffee Machine,Expense,Shopping,Electronics
Computer & Electronics,Expense,Shopping,Electronics
Computer Hardware,Expense,Shopping,Electronics
Computer Hardware Manufacturer,Expense,Shopping,Electronics
Computer Manufacturer,Expense,Shopping,Electronics
Computer Peripherals,Expense,Shopping,Electronics
Consumer Electronics & Software,Expense,Shopping,Electronics
Consumer Electronics Retailer,Expense,Shopping,Electronics
Craft Cutting Machine,Expense,Shopping,Electronics
Custom Mechanical Keyboards,Expense,Shopping,Electronics
Custom Phone Cases,Expense,Shopping,Electronics
Display & Projector Manufacturer,Expense,Shopping,Electronics
Drawing Tablets,Expense,Shopping,Electronics
Drone & Camera Manufacturer,Expense,Shopping,Electronics
E-Ink Tablet,Expense,Shopping,Electronics
E-Reader (Amazon),Expense,Shopping,Electronics
Electric Vehicle & Energy Company,Expense,Shopping,Electronics
Electronics & Camera,Expense,Shopping,Electronics
Electronics & Camera Retailer,Expense,Shopping,Electronics
Electronics & Entertainment,Expense,Shopping,Electronics
Electronics & Media (France),Expense,Shopping,Electronics
Electronics (AU),Expense,Shopping,Electronics
Electronics (Australia),Expense,Shopping,Electronics
Electronics (China),Expense,Shopping,Electronics
Electronics (India),Expense,Shopping,Electronics
Electronics (Japan),Expense,Shopping,Electronics
Electronics (Korea),Expense,Shopping,Electronics
Electronics (Scandinavia),Expense,Shopping,Electronics
Electronics Conglomerate,Expense,Shopping,Electronics
Electronics Manufacturer,Expense,Shopping,Electronics
Electronics Retailer,Expense,Shopping,Electronics
Electronics Retailer (Australia),Expense,Shopping,Electronics
Electronics Retailer (EU),Expense,Shopping,Electronics
Electronics Retailer (France),Expense,Shopping,Electronics
Electronics Retailer (Germany),Expense,Shopping,Electronics
Electronics Retailer (UK),Expense,Shopping,Electronics
Flash Storage,Expense,Shopping,Electronics
GPU Manufacturer,Expense,Shopping,Electronics
Gaming & PC Components,Expense,Shopping,Electronics
Gaming Hardware,Expense,Shopping,Electronics
Gaming Peripherals,Expense,Shopping,Electronics
Gaming Peripherals Manufacturer,Expense,Shopping,Electronics
Grills & Outdoor Cooking,Expense,Shopping,Electronics
Handheld Stabilizer,Expense,Shopping,Electronics
Headphones & Audio,Expense,Shopping,Electronics
High-Performance Blender,Expense,Shopping,Electronics
Home Security System,Expense,Shopping,Electronics
Item Tracker,Expense,Shopping,Electronics
Keyboards & Audio,Expense,Shopping,Electronics
Kitchen Appliances,Expense,Shopping,Electronics
Mac & PC Hardware Retailer,Expense,Shopping,Electronics
Mac Docks & Storage,Expense,Shopping,Electronics
Mac Hardware & Upgrades,Expense,Shopping,Electronics
Mechanical Keyboards,Expense,Shopping,Electronics
Memory & Storage,Expense,Shopping,Electronics
Mesh WiFi,Expense,Shopping,Electronics
Mesh WiFi (Netgear),Expense,Shopping,Electronics
Mesh WiFi System (Amazon),Expense,Shopping,Electronics
Microphones & Audio,Expense,Shopping,Electronics
Microphones (Australia),Expense,Shopping,Electronics
Mobile Chipset,Expense,Shopping,Electronics
Multi-Cooker,Expense,Shopping,Electronics
Networking Equipment,Expense,Shopping,Electronics
Networking Equipment Manufacturer,Expense,Shopping,Electronics
Office Equipment,Expense,Shopping,Electronics
Online Electronics Retailer,Expense,Shopping,Electronics
Phone Cases,Expense,Shopping,Electronics
Phone Cases & Protection,Expense,Shopping,Electronics
Phone Grip Accessories,Expense,Shopping,Electronics
Portable Chargers,Expense,Shopping,Electronics
Premium Audio (Denmark),Expense,Shopping,Electronics
Premium Audio (UK),Expense,Shopping,Electronics
Premium Home Appliances,Expense,Shopping,Electronics
Premium Tech Accessories,Expense,Shopping,Electronics
Printers & Copiers,Expense,Shopping,Electronics
Printers & Projectors,Expense,Shopping,Electronics
Printers & Sewing Machines,Expense,Shopping,Electronics
Robot Vacuum,Expense,Shopping,Electronics
Screen Protectors & Accessories,Expense,Shopping,Electronics
Semiconductor & GPU Manufacturer,Expense,Shopping,Electronics
Semiconductor Manufacturer,Expense,Shopping,Electronics
Smart Home (Google),Expense,Shopping,Electronics
Smart Home Devices,Expense,Shopping,Electronics
Smart Home Security,Expense,Shopping,Electronics
Smart Lighting,Expense,Shopping,Electronics
Smart Lock,Expense,Shopping,Electronics
Smart TV (Amazon),Expense,Shopping,Electronics
Smart TV Platform,Expense,Shopping,Electronics
Smart Thermostat,Expense,Shopping,Electronics
Smartphone,Expense,Shopping,Electronics
Smartphone (China),Expense,Shopping,Electronics
Smartphone Brand (China),Expense,Shopping,Electronics
Software & Hardware,Expense,Shopping,Electronics
Software & Hardware Company,Expense,Shopping,Electronics
Speakers (UK),Expense,Shopping,Electronics
Storage Devices,Expense,Shopping,Electronics
Streaming Device,Expense,Shopping,Electronics
Streaming Device (Google),Expense,Shopping,Electronics
Streaming Equipment,Expense,Shopping,Electronics
TV & Electronics (China),Expense,Shopping,Electronics
TV Brand,Expense,Shopping,Electronics
Tablet & Laptop,Expense,Shopping,Electronics
Tablet (Apple),Expense,Shopping,Electronics
Tablet (Samsung),Expense,Shopping,Electronics
Tech Accessories,Expense,Shopping,Electronics
Tech Brand (UK),Expense,Shopping,Electronics
Toy Manufacturer,Expense,Shopping,Electronics
USB & Studio Microphones,Expense,Shopping,Electronics
USB-C Accessories,Expense,Shopping,Electronics
VR Headset,Expense,Shopping,Electronics
VR Headset (Sony),Expense,Shopping,Electronics
Vacuum & Home,Expense,Shopping,Electronics
Video Game Retailer,Expense,Shopping,Electronics
Video Monitors & Recorders,Expense,Shopping,Electronics
Video Production Equipment,Expense,Shopping,Electronics
Wireless Earbuds,Expense,Shopping,Electronics
Wireless Speakers & Audio,Expense,Shopping,Electronics
Wood Pellet Grills,Expense,Shopping,Electronics
100-Yen Store (Japan),Expense,Shopping,General Retail
Arts & Crafts Retailer,Expense,Shopping,General Retail
B2B Online Marketplace,Expense,Shopping,General Retail
Computer Parts Retailer,Expense,Shopping,General Retail
Dairy Products Store,Expense,Shopping,General Retail
Department Store,Expense,Shopping,General Retail
Department Store (AU),Expense,Shopping,General Retail
Department Store (Australia),Expense,Shopping,General Retail
Department Store (Chile),Expense,Shopping,General Retail
Department Store (France),Expense,Shopping,General Retail
Department Store (Germany),Expense,Shopping,General Retail
Department Store (Italy),Expense,Shopping,General Retail
Department Store (Japan),Expense,Shopping,General Retail
Department Store (Japan/Asia),Expense,Shopping,General Retail
Department Store (Korea),Expense,Shopping,General Retail
Department Store (Mexico),Expense,Shopping,General Retail
Department Store (UK),Expense,Shopping,General Retail
Digital Content Store,Expense,Shopping,General Retail
Discount Department,Expense,Shopping,General Retail
Discount Fashion & Home (UK),Expense,Shopping,General Retail
Discount Retailer,Expense,Shopping,General Retail
Discount Retailer (Under $5),Expense,Shopping,General Retail
Discount Variety (AU),Expense,Shopping,General Retail
Discount Variety (Netherlands),Expense,Shopping,General Retail
Discount Variety (UK),Expense,Shopping,General Retail
Discount Variety Store,Expense,Shopping,General Retail
Dollar Store,Expense,Shopping,General Retail
Dollar Store Chain,Expense,Shopping,General Retail
E-Commerce (Brazil),Expense,Shopping,General Retail
E-Commerce (Korea),Expense,Shopping,General Retail
E-Commerce (Middle East),Expense,Shopping,General Retail
E-Commerce (Turkey),Expense,Shopping,General Retail
E-Commerce Platform (China),Expense,Shopping,General Retail
E-Commerce Platform (Korea),Expense,Shopping,General Retail
Fashion Accessories Retailer,Expense,Shopping,General Retail
Fashion E-Commerce (India),Expense,Shopping,General Retail
Fashion E-Commerce (Middle East),Expense,Shopping,General Retail
Fashion Resale (Gen Z),Expense,Shopping,General Retail
Fashion Resale Marketplace,Expense,Shopping,General Retail
Fast Fashion E-Commerce,Expense,Shopping,General Retail
General Merchandise Retailer,Expense,Shopping,General Retail
General Retail (Australia),Expense,Shopping,General Retail
Gift & Variety Store,Expense,Shopping,General Retail
Group-Buy E-Commerce (China),Expense,Shopping,General Retail
Handmade & Vintage Marketplace,Expense,Shopping,General Retail
Home Furnishings Retailer,Expense,Shopping,General Retail
Lifestyle Goods (Japan),Expense,Shopping,General Retail
Luxury Department,Expense,Shopping,General Retail
Luxury Department (Mexico),Expense,Shopping,General Retail
Luxury Department Store,Expense,Shopping,General Retail
Luxury Department Store (UK),Expense,Shopping,General Retail
Musical Instrument Marketplace,Expense,Shopping,General Retail
Off-Price Department,Expense,Shopping,General Retail
Off-Price Department Store,Expense,Shopping,General Retail
Off-Price Home,Expense,Shopping,General Retail
Off-Price Home Furnishings,Expense,Shopping,General Retail
Off-Price Luxury,Expense,Shopping,General Retail
Online Auction & Marketplace,Expense,Shopping,General Retail
Online Deals & Coupons,Expense,Shopping,General Retail
Online Discount Marketplace,Expense,Shopping,General Retail
Online Discount Retailer,Expense,Shopping,General Retail
Online Home Goods,Expense,Shopping,General Retail
Online Home Goods Retailer,Expense,Shopping,General Retail
Online Marketplace,Expense,Shopping,General Retail
Online Marketplace (Africa),Expense,Shopping,General Retail
Online Marketplace (China),Expense,Shopping,General Retail
Online Marketplace (India),Expense,Shopping,General Retail
Online Marketplace (Indonesia),Expense,Shopping,General Retail
Online Marketplace (Japan),Expense,Shopping,General Retail
Online Marketplace (Korea),Expense,Shopping,General Retail
Online Marketplace (Latin Am),Expense,Shopping,General Retail
Online Marketplace (SE Asia),Expense,Shopping,General Retail
Online Marketplace (South Africa),Expense,Shopping,General Retail
Online Thrift Store,Expense,Shopping,General Retail
Peer-to-Peer Marketplace,Expense,Shopping,General Retail
Premium E-Commerce (China),Expense,Shopping,General Retail
Retail & E-Commerce (Brazil),Expense,Shopping,General Retail
Shopping & Entertainment Complex,Expense,Shopping,General Retail
Sneaker & Streetwear Marketplace,Expense,Shopping,General Retail
Sneaker Marketplace,Expense,Shopping,General Retail
Social Commerce (India),Expense,Shopping,General Retail
Supercenter & General Merchandise,Expense,Shopping,General Retail
Upscale Department Store,Expense,Shopping,General Retail
Value Retailer (South Africa),Expense,Shopping,General Retail
Variety Store (Denmark),Expense,Shopping,General Retail
Variety Store (Netherlands),Expense,Shopping,General Retail
Variety Store Chain,Expense,Shopping,General Retail
Variety Store Chain (China),Expense,Shopping,General Retail
Adjustable Mattress,Expense,Shopping,Home & Garden
Air Filter Manufacturer,Expense,Shopping,Home & Garden
Air Purifier Manufacturer,Expense,Shopping,Home & Garden
American-Made Furniture,Expense,Shopping,Home & Garden
Appliance Retailer,Expense,Shopping,Home & Garden
Artisan Home Furnishings,Expense,Shopping,Home & Garden
Bamboo Bedding,Expense,Shopping,Home & Garden
Bohemian Fashion,Expense,Shopping,Home & Garden
Bohemian Home Décor,Expense,Shopping,Home & Garden
Candle & Home Fragrance,Expense,Shopping,Home & Garden
Candles & Fragrance,Expense,Shopping,Home & Garden
Cast Iron Cookware,Expense,Shopping,Home & Garden
Cookware & Bakeware,Expense,Shopping,Home & Garden
DTC Bedding,Expense,Shopping,Home & Garden
DTC Bedding & Bath,Expense,Shopping,Home & Garden
DTC Mattress,Expense,Shopping,Home & Garden
DTC Modern Furniture,Expense,Shopping,Home & Garden
DTC Sofa & Furniture,Expense,Shopping,Home & Garden
Discount Furniture,Expense,Shopping,Home & Garden
Discount Grocery & Retail,Expense,Shopping,Home & Garden
Discount Tool Store,Expense,Shopping,Home & Garden
Farm & Garden,Expense,Shopping,Home & Garden
Farm & Ranch Retailer,Expense,Shopping,Home & Garden
Furniture,Expense,Shopping,Home & Garden
Furniture & Appliance Store,Expense,Shopping,Home & Garden
Furniture & Appliances,Expense,Shopping,Home & Garden
Furniture & Electronics,Expense,Shopping,Home & Garden
Furniture & Home Goods,Expense,Shopping,Home & Garden
Furniture & Home Goods Retailer,Expense,Shopping,Home & Garden
Furniture Retailer,Expense,Shopping,Home & Garden
Furniture Store,Expense,Shopping,Home & Garden
Garden & Home,Expense,Shopping,Home & Garden
Garden Center,Expense,Shopping,Home & Garden
Garden Retailer,Expense,Shopping,Home & Garden
Gifts & Stationery,Expense,Shopping,Home & Garden
Global Home & Food,Expense,Shopping,Home & Garden
Greeting Cards & Gifts,Expense,Shopping,Home & Garden
Hardware Store,Expense,Shopping,Home & Garden
Home & Garden (UK),Expense,Shopping,Home & Garden
Home & Lifestyle (UK),Expense,Shopping,Home & Garden
Home Decor,Expense,Shopping,Home & Garden
Home Decor & Furniture,Expense,Shopping,Home & Garden
Home Décor & Furniture,Expense,Shopping,Home & Garden
Home Décor (France),Expense,Shopping,Home & Garden
Home Décor Superstore,Expense,Shopping,Home & Garden
Home Furnishings,Expense,Shopping,Home & Garden
Home Furnishings (Denmark/EU),Expense,Shopping,Home & Garden
Home Furnishings Retailer,Expense,Shopping,Home & Garden
Home Goods Retailer,Expense,Shopping,Home & Garden
Home Improvement (France/EU),Expense,Shopping,Home & Garden
Home Improvement (Germany),Expense,Shopping,Home & Garden
Home Improvement (UK),Expense,Shopping,Home & Garden
Home Improvement Retailer,Expense,Shopping,Home & Garden
Home Textiles,Expense,Shopping,Home & Garden
Home Textiles & Furnishings (UK),Expense,Shopping,Home & Garden
Home Textiles (Inditex),Expense,Shopping,Home & Garden
Kids Furniture,Expense,Shopping,Home & Garden
Kids Furniture & Décor,Expense,Shopping,Home & Garden
Kitchen & Cookware,Expense,Shopping,Home & Garden
Kitchen & Home,Expense,Shopping,Home & Garden
Kitchen Appliances & Cookware,Expense,Shopping,Home & Garden
Kitchen Tools & Gadgets,Expense,Shopping,Home & Garden
Lawn & Garden Products,Expense,Shopping,Home & Garden
Lifestyle Retail,Expense,Shopping,Home & Garden
Luxury Home Furnishings,Expense,Shopping,Home & Garden
Mattress Retailer,Expense,Shopping,Home & Garden
Mid-Century Modern Furniture,Expense,Shopping,Home & Garden
Modern Furniture,Expense,Shopping,Home & Garden
Modern Home,Expense,Shopping,Home & Garden
Modern Home Furnishings,Expense,Shopping,Home & Garden
Modern Home Furnishings (UK),Expense,Shopping,Home & Garden
Modular Furniture,Expense,Shopping,Home & Garden
Office Furniture,Expense,Shopping,Home & Garden
Organization Retailer,Expense,Shopping,Home & Garden
Personalized Gifts,Expense,Shopping,Home & Garden
Portable Air Cooler Brand,Expense,Shopping,Home & Garden
Premium Bedding,Expense,Shopping,Home & Garden
Premium Candles,Expense,Shopping,Home & Garden
Premium Cookware,Expense,Shopping,Home & Garden
Premium Cookware (French),Expense,Shopping,Home & Garden
Premium Mattress,Expense,Shopping,Home & Garden
Premium Office Furniture,Expense,Shopping,Home & Garden
Seed & Garden Company,Expense,Shopping,Home & Garden
Seed Company,Expense,Shopping,Home & Garden
Stationery & Gifts,Expense,Shopping,Home & Garden
Storage & Organization,Expense,Shopping,Home & Garden
Sustainable Bedding,Expense,Shopping,Home & Garden
Tools & Hardware Store,Expense,Shopping,Home & Garden
Trade Supplies (UK),Expense,Shopping,Home & Garden
Upholstery,Expense,Shopping,Home & Garden
Water & Coffee Delivery,Expense,Shopping,Home & Garden
Water Delivery & Dispensers,Expense,Shopping,Home & Garden
Water Delivery Service,Expense,Shopping,Home & Garden
Wholesale Club,Expense,Shopping,Home & Garden
Window & Door Manufacturer,Expense,Shopping,Home & Garden
Acrylic Paint,Expense,Shopping,Office Supplies
Art & Writing (Germany),Expense,Shopping,Office Supplies
Art Markers (Japan),Expense,Shopping,Office Supplies
Art Pencils (UK),Expense,Shopping,Office Supplies
Art Supplies (Japan),Expense,Shopping,Office Supplies
Art Supplies (UK),Expense,Shopping,Office Supplies
Art Supply Store,Expense,Shopping,Office Supplies
Business Printing,Expense,Shopping,Office Supplies
Colored Pencils,Expense,Shopping,Office Supplies
Custom Printing & Marketing,Expense,Shopping,Office Supplies
Fountain Pens (Japan),Expense,Shopping,Office Supplies
Fountain Pens (Taiwan),Expense,Shopping,Office Supplies
Luxury Writing Instruments,Expense,Shopping,Office Supplies
Minimal Stationery,Expense,Shopping,Office Supplies
Office Supplies (B2B EU),Expense,Shopping,Office Supplies
Office Supplies (France),Expense,Shopping,Office Supplies
Office Supplies (Japan),Expense,Shopping,Office Supplies
Office Supplies (UK/EU),Expense,Shopping,Office Supplies
Office Supply,Expense,Shopping,Office Supplies
Office Supply Retailer,Expense,Shopping,Office Supplies
Online Office Supplies,Expense,Shopping,Office Supplies
Photo Printing & Gifts,Expense,Shopping,Office Supplies
Premium Notebooks,Expense,Shopping,Office Supplies
Premium Notebooks (Germany),Expense,Shopping,Office Supplies
Premium Paper & Notebooks (France),Expense,Shopping,Office Supplies
Printing & Shipping,Expense,Shopping,Office Supplies
Stationery & Office (UK),Expense,Shopping,Office Supplies
Stationery (Japan),Expense,Shopping,Office Supplies
Writing Instruments,Expense,Shopping,Office Supplies
Writing Instruments (Germany),Expense,Shopping,Office Supplies
Writing Instruments (Japan),Expense,Shopping,Office Supplies
Event Ticket Marketplace,Expense,Shopping,Online Marketplace
Online Deals & Coupons,Expense,Shopping,Online Marketplace
Dehydrated Pet Food,Expense,Shopping,Pet Supplies
Dog Daycare & Boarding,Expense,Shopping,Pet Supplies
Dog Daycare Chain,Expense,Shopping,Pet Supplies
Dog Subscription Box,Expense,Shopping,Pet Supplies
Dog Walking App,Expense,Shopping,Pet Supplies
Emergency Vet,Expense,Shopping,Pet Supplies
Fresh Dog Food,Expense,Shopping,Pet Supplies
Fresh Dog Food Delivery,Expense,Shopping,Pet Supplies
Fresh Pet Food,Expense,Shopping,Pet Supplies
Mobile Veterinary,Expense,Shopping,Pet Supplies
Natural Pet Food,Expense,Shopping,Pet Supplies
Online Pet Supply,Expense,Shopping,Pet Supplies
Online Pet Supply (AU),Expense,Shopping,Pet Supplies
Online Pet Supply (EU),Expense,Shopping,Pet Supplies
Online Pet Supply Retailer,Expense,Shopping,Pet Supplies
Online Vet Consultation,Expense,Shopping,Pet Supplies
Pet Food Brand,Expense,Shopping,Pet Supplies
Pet Insurance,Expense,Shopping,Pet Supplies
Pet Sitting & Walking App,Expense,Shopping,Pet Supplies
Pet Supply (Australia),Expense,Shopping,Pet Supplies
Pet Supply (EU),Expense,Shopping,Pet Supplies
Pet Supply (Germany),Expense,Shopping,Pet Supplies
Pet Supply (HK),Expense,Shopping,Pet Supplies
Pet Supply (UK),Expense,Shopping,Pet Supplies
Pet Supply Retailer,Expense,Shopping,Pet Supplies
Pet Wellness Plan,Expense,Shopping,Pet Supplies
Premium Pet Food,Expense,Shopping,Pet Supplies
Raw & Natural Pet Food,Expense,Shopping,Pet Supplies
Sustainable Pet Food,Expense,Shopping,Pet Supplies
Veterinary Chain,Expense,Shopping,Pet Supplies
Veterinary Clinic,Expense,Shopping,Pet Supplies
Veterinary Clinic Chain,Expense,Shopping,Pet Supplies
Alpine Clothing (UK),Expense,Shopping,Sporting Goods
American Wool Socks,Expense,Shopping,Sporting Goods
Athletic Apparel (Yoga),Expense,Shopping,Sporting Goods
Athletic Footwear & Apparel,Expense,Shopping,Sporting Goods
Backpacks,Expense,Shopping,Sporting Goods
Backpacks & Travel,Expense,Shopping,Sporting Goods
Backpacks (Germany),Expense,Shopping,Sporting Goods
Barefoot Shoes (UK),Expense,Shopping,Sporting Goods
Baseball & Hockey Equipment,Expense,Shopping,Sporting Goods
Baseball Bats,Expense,Shopping,Sporting Goods
Baseball Equipment,Expense,Shopping,Sporting Goods
Boating Camping Fishing (AU),Expense,Shopping,Sporting Goods
Camp Stoves,Expense,Shopping,Sporting Goods
Camping & Mountaineering Gear,Expense,Shopping,Sporting Goods
Camping Cookware,Expense,Shopping,Sporting Goods
Climbing & Headlamps (France),Expense,Shopping,Sporting Goods
Climbing & Mountain Shoes,Expense,Shopping,Sporting Goods
Climbing & Skiing Gear,Expense,Shopping,Sporting Goods
Climbing Shoes,Expense,Shopping,Sporting Goods
Climbing Shoes (Adidas),Expense,Shopping,Sporting Goods
Commercial Fitness Equipment,Expense,Shopping,Sporting Goods
Connected Fitness Equipment,Expense,Shopping,Sporting Goods
Coolers & Drinkware,Expense,Shopping,Sporting Goods
CrossFit & Weightlifting Equipment,Expense,Shopping,Sporting Goods
Discount Sports (UK),Expense,Shopping,Sporting Goods
Fishing & Surf Apparel,Expense,Shopping,Sporting Goods
Fitness Equipment (Italy),Expense,Shopping,Sporting Goods
Golf Equipment,Expense,Shopping,Sporting Goods
Golf Retailer,Expense,Shopping,Sporting Goods
Headwear & Neckwear (Spain),Expense,Shopping,Sporting Goods
Hockey Equipment,Expense,Shopping,Sporting Goods
Hockey Retailer,Expense,Shopping,Sporting Goods
Home Fitness Equipment,Expense,Shopping,Sporting Goods
Hydration Products,Expense,Shopping,Sporting Goods
Insulated Water Bottles,Expense,Shopping,Sporting Goods
Japanese Outdoor Brand,Expense,Shopping,Sporting Goods
Merino Socks,Expense,Shopping,Sporting Goods
Merino Socks (Vermont),Expense,Shopping,Sporting Goods
Merino Wool (NZ),Expense,Shopping,Sporting Goods
Merino Wool Apparel,Expense,Shopping,Sporting Goods
Minimalist Footwear,Expense,Shopping,Sporting Goods
Mountain Footwear (Italy),Expense,Shopping,Sporting Goods
Mountain Sports (Switzerland),Expense,Shopping,Sporting Goods
Multi-Sport Equipment,Expense,Shopping,Sporting Goods
Natural Running Shoes,Expense,Shopping,Sporting Goods
Outdoor & Camping (Japan),Expense,Shopping,Sporting Goods
Outdoor & Sporting Goods,Expense,Shopping,Sporting Goods
Outdoor (Nepal),Expense,Shopping,Sporting Goods
Outdoor Apparel,Expense,Shopping,Sporting Goods
Outdoor Casual,Expense,Shopping,Sporting Goods
Outdoor Coolers & Drinkware,Expense,Shopping,Sporting Goods
Outdoor Gear,Expense,Shopping,Sporting Goods
